"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16731-40819","PF","Jarell","Martin","10.729630081741899","27","3500","MIN@MEM","MEM","MIN","GTD","Foot","",""
"16731-66455","PF","Henry","Ellenson","0","0","3500","DET@TOR","DET","TOR","","","",""
"16731-23757","PG","Brian","Roberts","6.592157102098652","51","3500","CHA@MIL","CHA","MIL","O","Hamstring","",""
"16731-55058","SF","Bruno","Caboclo","1.4833332697550456","6","3500","DET@TOR","TOR","DET","","","",""
"16731-9693","PG","Beno","Udrih","10.020454406738281","44","3500","DET@TOR","DET","TOR","","","",""
"16731-15947","SG","Reggie","Bullock","7.029729894689612","37","3500","DET@TOR","DET","TOR","","","",""
"16731-42202","PF","Christian","Wood","7.829412123736213","17","3500","CHA@MIL","CHA","MIL","","","",""
"16731-70822","PF","Juancho","Hernangomez","0","0","3500","DEN@NO","DEN","NO","","","",""
"16731-66966","C","Stephen","Zimmerman Jr.","0","0","3500","MIA@ORL","ORL","MIA","","","",""
"16731-70821","C","Georgios","Papagiannis","0","0","3500","SAC@PHO","SAC","PHO","","","",""
"16731-70820","PF","Thon","Maker","0","0","3500","CHA@MIL","MIL","CHA","","","",""
"16731-70827","C","Ivica","Zubac","0","0","3500","HOU@LAL","LAL","HOU","","","",""
"16731-70825","SG","Timothe","Luwawu-Cabarrot","0","0","3500","OKC@PHI","PHI","OKC","","","",""
"16731-66968","SF","Derrick","Jones Jr.","0","0","3500","SAC@PHO","PHO","SAC","","","",""
"16731-9674","SG","Leandro","Barbosa","11.050000359030332","68","3500","SAC@PHO","PHO","SAC","","","",""
"16731-24247","PG","Fred","VanVleet","0","0","3500","DET@TOR","TOR","DET","","","",""
"16731-9715","SG","Marco","Belinelli","15.094118006089154","68","3500","CHA@MIL","CHA","MIL","","","",""
"16731-40200","C","Lucas","Nogueira","5.824137720568427","29","3500","DET@TOR","TOR","DET","GTD","Ankle","",""
"16731-23282","SF","Sam","Dekker","1.0666666825612385","3","3500","HOU@LAL","HOU","LAL","","","",""
"16731-66521","PG","Marcelo","Huertas","11.39622641509434","53","3500","HOU@LAL","LAL","HOU","","","",""
"16731-9700","C","Spencer","Hawes","14.654385750753837","57","3500","CHA@MIL","CHA","MIL","","","",""
"16731-23273","C","A.J.","Hammons","0","0","3500","DAL@IND","DAL","IND","","","",""
