"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16774-14506","SG","Brandon","Knight","18.53333282470703","3","5800","PHO@LAC","PHO","LAC","","","",""
"16774-14521","PF","Kenneth","Faried","28.549999237060547","2","5500","DEN@TOR","DEN","TOR","","","",""
"16774-23120","SF","T.J.","Warren","36.166666666666664","3","5500","PHO@LAC","PHO","LAC","","","",""
"16774-9481","PF","Taj","Gibson","27.299999237060547","2","5400","CHI@BKN","CHI","BKN","","","",""
"16774-17333","SG","Will","Barton","28.850000381469727","2","5300","DEN@TOR","DEN","TOR","","","",""
"16774-12350","PF","Trevor","Booker","31.46666717529297","3","5300","CHI@BKN","BKN","CHI","","","",""
"16774-9873","C","Robin","Lopez","22.149999618530273","2","5300","CHI@BKN","CHI","BKN","","","",""
"16774-55057","C","Jusuf","Nurkic","31.799999237060547","2","5200","DEN@TOR","DEN","TOR","","","",""
"16774-9964","PG","Ty","Lawson","25.899998982747395","3","5100","SAC@ATL","SAC","ATL","","","",""
"16774-15788","C","Justin","Hamilton","24","3","4900","CHI@BKN","BKN","CHI","","","",""
"16774-14522","PF","Nikola","Mirotic","20.450000762939453","2","4900","CHI@BKN","CHI","BKN","","","",""
"16774-24544","SG","Gary","Harris","20.375","76","4900","DEN@TOR","DEN","TOR","O","Groin","",""
"16774-9636","SF","Wilson","Chandler","18.899999618530273","2","4900","DEN@TOR","DEN","TOR","","","",""
"16774-9448","SG","Jamal","Crawford","21.899999618530273","2","4900","PHO@LAC","LAC","PHO","","","",""
"16774-19781","SF","Kent","Bazemore","12.449999809265137","2","4800","SAC@ATL","ATL","SAC","","","",""
"16774-16201","PG","Michael","Carter-Williams","17.200000762939453","2","4700","CHI@BKN","CHI","BKN","","","",""
"16774-9787","SF","DeMarre","Carroll","23.049999237060547","2","4600","DEN@TOR","TOR","DEN","","","",""
"16774-15814","C","Alex","Len","16.5","3","4600","PHO@LAC","PHO","LAC","","","",""
"16774-15592","PG","Austin","Rivers","18.100000381469727","2","4500","PHO@LAC","LAC","PHO","","","",""
"16774-23823","PF","Willie","Cauley-Stein","5.466666539510091","3","4400","SAC@ATL","SAC","ATL","","","",""
"16774-9655","SG","J.J.","Redick","12.050000190734863","2","4400","PHO@LAC","LAC","PHO","","","",""
"16774-14530","SF","Bojan","Bogdanovic","23.600001017252605","3","4300","CHI@BKN","BKN","CHI","","","",""
"16774-9657","SF","Matt","Barnes","21.3000005086263","3","4300","SAC@ATL","SAC","ATL","","","",""
"16774-9473","C","Tyson","Chandler","22.366666158040363","3","4200","PHO@LAC","PHO","LAC","","","",""
"16774-17894","PF","Mike","Muscala","27.149999618530273","2","4200","SAC@ATL","ATL","SAC","","","",""
"16774-9542","PF","Luis","Scola","16.933333079020183","3","4100","CHI@BKN","BKN","CHI","","","",""
"16774-9647","SF","Thabo","Sefolosha","28.600000381469727","2","4100","SAC@ATL","ATL","SAC","","","",""
"16774-15520","SG","Sean","Kilpatrick","21.76666768391927","3","4000","CHI@BKN","BKN","CHI","","","",""
"16774-9733","SG","Randy","Foye","11.743210027247299","81","4000","CHI@BKN","BKN","CHI","GTD","Hamstring","",""
"16774-23407","SF","P.J.","Tucker","1.433333396911621","3","4000","PHO@LAC","PHO","LAC","","","",""
"16774-9652","PG","Jameer","Nelson","10.949999809265137","2","4000","DEN@TOR","DEN","TOR","","","",""
"16774-67707","PF","Marquese","Chriss","14.133333841959635","3","4000","PHO@LAC","PHO","LAC","","","",""
"16774-9580","PF","Darrell","Arthur","16.55142822265625","70","3900","DEN@TOR","DEN","TOR","GTD","Knee","",""
"16774-9960","PF","Omri","Casspi","5.599999904632568","2","3900","SAC@ATL","SAC","ATL","","","",""
"16774-16363","SG","Joe","Harris","17.099999745686848","3","3800","CHI@BKN","BKN","CHI","","","",""
"16774-9870","SG","Kyle","Korver","19.25","2","3800","SAC@ATL","ATL","SAC","","","",""
"16774-9659","PF","Brandon","Bass","0","1","3800","PHO@LAC","LAC","PHO","","","",""
"16774-18256","SF","Doug","McDermott","21","2","3800","CHI@BKN","CHI","BKN","","","",""
"16774-9677","PF","Jared","Dudley","15.566666920979818","3","3800","PHO@LAC","PHO","LAC","","","",""
"16774-60021","PF","Pascal","Siakam","12.199999809265137","2","3700","DEN@TOR","TOR","DEN","","","",""
"16774-9507","SG","Arron","Afflalo","12.966667175292969","3","3700","SAC@ATL","SAC","ATL","","","",""
"16774-9796","SF","Luc Richard","Mbah a Moute","7.449999809265137","2","3700","PHO@LAC","LAC","PHO","","","",""
"16774-9671","PF","Marreese","Speights","14.100000381469727","2","3700","PHO@LAC","LAC","PHO","","","",""
"16774-15996","PG","Jerian","Grant","11.790789152446546","76","3700","CHI@BKN","CHI","BKN","","","",""
"16774-9501","PF","Kris","Humphries","12.550000190734863","2","3600","SAC@ATL","ATL","SAC","","","",""
"16774-15846","SG","Tim","Hardaway Jr.","19.5","2","3600","SAC@ATL","ATL","SAC","","","",""
"16774-12340","PF","Patrick","Patterson","15","2","3600","DEN@TOR","TOR","DEN","","","",""
"16774-12348","SF","Wesley","Johnson","11.800000190734863","2","3600","PHO@LAC","LAC","PHO","","","",""
"16774-42156","PF","Bobby","Portis","5.900000095367432","1","3600","CHI@BKN","CHI","BKN","","","",""
"16774-42148","SF","Rondae","Hollis-Jefferson","9.299999872843424","3","3600","CHI@BKN","BKN","CHI","","","",""
"16774-70819","PF","Dragan","Bender","5.866666793823242","3","3600","PHO@LAC","PHO","LAC","","","",""
"16774-59483","PF","Chris","McCullough","4.400000095367432","1","3500","CHI@BKN","BKN","CHI","","","",""
"16774-66108","PG","Jamal","Murray","6.25","2","3500","DEN@TOR","DEN","TOR","","","",""
"16774-66109","PF","Skal","Labissiere","0","0","3500","SAC@ATL","SAC","ATL","","","",""
"16774-23920","PF","Anthony","Bennett","14.199999809265137","1","3500","CHI@BKN","BKN","CHI","","","",""
"16774-23654","PF","Brice","Johnson","0","0","3500","PHO@LAC","LAC","PHO","O","Back","",""
"16774-16293","SG","Norman","Powell","1.2000000476837158","1","3500","DEN@TOR","TOR","DEN","","","",""
"16774-66064","SG","Malik","Beasley","0","0","3500","DEN@TOR","DEN","TOR","","","",""
"16774-9734","SF","Mike","Miller","4.3319150234790555","47","3500","DEN@TOR","DEN","TOR","","","",""
"16774-9731","C","Kosta","Koufos","12.933333079020182","3","3500","SAC@ATL","SAC","ATL","","","",""
"16774-49336","SF","DeAndre'","Bembry","3.799999952316284","2","3500","SAC@ATL","ATL","SAC","","","",""
"16774-14529","PG","Cory","Joseph","12.25","2","3500","DEN@TOR","TOR","DEN","","","",""
"16774-17542","C","Alan","Williams","9.40999984741211","10","3500","PHO@LAC","PHO","LAC","","","",""
"16774-21665","SG","Alan","Anderson","9.723077040452223","13","3500","PHO@LAC","LAC","PHO","","","",""
"16774-16335","SG","John","Jenkins","6.7418603231740555","43","3500","PHO@LAC","PHO","LAC","","","",""
"16774-12344","PG","Greivis","Vasquez","6.633333206176758","3","3500","CHI@BKN","BKN","CHI","GTD","Ankle","",""
"16774-19456","PG","Isaiah","Canaan","10.949999809265137","2","3500","CHI@BKN","CHI","BKN","","","",""
"16774-71467","PG","Malcolm","Delaney","15.050000190734863","2","3500","SAC@ATL","ATL","SAC","","","",""
"16774-23572","SF","Taurean","Prince","4","2","3500","SAC@ATL","ATL","SAC","","","",""
"16774-63478","C","Cristiano","Felicio","9.800000190734863","2","3500","CHI@BKN","CHI","BKN","","","",""
"16774-16368","SF","Mike","Scott","11.602666829427083","75","3500","SAC@ATL","ATL","SAC","GTD","Knee","",""
"16774-66117","C","Diamond","Stone","1.2000000476837158","1","3500","PHO@LAC","LAC","PHO","","","",""
"16774-58247","PG","Isaiah","Whitehead","3.5999999046325684","2","3500","CHI@BKN","BKN","CHI","","","",""
"16774-23798","SF","Caris","LeVert","0","0","3500","CHI@BKN","BKN","CHI","O","Foot","",""
"16774-58378","C","Jakob","Poeltl","9.899999618530273","2","3500","DEN@TOR","TOR","DEN","","","",""
"16774-16405","SF","Terrence","Ross","10.850000381469727","2","3500","DEN@TOR","TOR","DEN","","","",""
"16774-11074","PG","Garrett","Temple","8.466666539510092","3","3500","SAC@ATL","SAC","ATL","","","",""
"16774-66203","SG","Malachi","Richardson","0","1","3500","SAC@ATL","SAC","ATL","","","",""
"16774-24546","SG","Denzel","Valentine","-0.800000011920929","1","3500","CHI@BKN","CHI","BKN","","","",""
"16774-16925","PF","Jarnell","Stokes","2.1857143129621233","7","3500","DEN@TOR","DEN","TOR","","","",""
"16774-15727","SG","Ben","McLemore","10.633333206176758","3","3500","SAC@ATL","SAC","ATL","","","",""
"16774-55058","SF","Bruno","Caboclo","1.4833332697550456","6","3500","DEN@TOR","TOR","DEN","","","",""
"16774-70832","SF","Paul","Zipser","1.2000000476837158","1","3500","CHI@BKN","CHI","BKN","","","",""
"16774-55063","C","Walter","Tavares","3.200000047683716","1","3500","SAC@ATL","ATL","SAC","","","",""
"16774-23248","SG","R.J.","Hunter","5.163888719346788","36","3500","CHI@BKN","CHI","BKN","","","",""
"16774-70822","PF","Juancho","Hernangomez","0","1","3500","DEN@TOR","DEN","TOR","","","",""
"16774-70821","C","Georgios","Papagiannis","0","0","3500","SAC@ATL","SAC","ATL","","","",""
"16774-66968","SF","Derrick","Jones Jr.","0","0","3500","PHO@LAC","PHO","LAC","","","",""
"16774-58463","PG","Tyler","Ulis","3.7333332697550454","3","3500","PHO@LAC","PHO","LAC","","","",""
"16774-9674","SG","Leandro","Barbosa","7.400000095367432","2","3500","PHO@LAC","PHO","LAC","","","",""
"16774-9920","PF","Anthony","Tolliver","6.799999872843425","3","3500","SAC@ATL","SAC","ATL","","","",""
"16774-24247","PG","Fred","VanVleet","0","0","3500","DEN@TOR","TOR","DEN","","","",""
"16774-40200","C","Lucas","Nogueira","5.824137720568427","29","3500","DEN@TOR","TOR","DEN","O","Ankle","",""
"16774-12421","C","Tiago","Splitter","11.977778116861979","36","3500","SAC@ATL","ATL","SAC","O","Hamstring","",""
"16774-9459","SF","Paul","Pierce","11.59852959127987","68","3500","PHO@LAC","LAC","PHO","GTD","Ankle","",""
"16774-9465","PG","Raymond","Felton","8.300000190734863","2","3500","PHO@LAC","LAC","PHO","","","",""
